Durusdinium15234	K08805
Durusdinium96662	K13151
Durusdinium4591	K02945
Durusdinium73939	K18669
Durusdinium39034	K21440
Durusdinium654	K20093
Durusdinium22378	K21989
Durusdinium85491	K01638
Durusdinium5560	K00548
Durusdinium72000	K14411
Durusdinium106746	K01278
Durusdinium72981	K04851
Durusdinium274	K04780
Durusdinium3259	K10573
Durusdinium107103	K07300
Durusdinium103136	K14538
Durusdinium38632	K08764
Durusdinium25450	K04838
Durusdinium109880	K24083
Durusdinium48996	K11279
Durusdinium15072	K24485
Durusdinium83847	K01180
Durusdinium7049	K11209
Durusdinium48527	K08568
Durusdinium12431	K01537
Durusdinium2838	K04409
Durusdinium59843	K04990
Durusdinium12630	K24842
Durusdinium91169	K07904
Durusdinium106309	K08582
Durusdinium4230	K05389
Durusdinium62371	K14004
Durusdinium30548	K08844
Durusdinium6512	K00604
Durusdinium62336	K08737
Durusdinium64487	K03238
Durusdinium61503	K14549
Durusdinium8248	K00970
Durusdinium948	K04460
Durusdinium61088	K10380
Durusdinium17770	K08369
Durusdinium109098	K03292
Durusdinium18745	K03108
Durusdinium53237	K09420
Durusdinium15557	K08819
Durusdinium17074	K10595
Durusdinium26533	K12166
Durusdinium278	K24468
Durusdinium64026	K04855
Durusdinium90195	K21248
Durusdinium91921	K02338
Durusdinium4053	K15109
Durusdinium74291	K08654
Durusdinium65928	K12343
Durusdinium1011	K00559
Durusdinium68749	K08960
Durusdinium83033	K17686
Durusdinium65763	K02739
Durusdinium87293	K02355
Durusdinium21160	K00898
Durusdinium97464	K03553
Durusdinium96863	K08654
Durusdinium85471	K08151
Durusdinium6344	K06206
Durusdinium48322	K11108
Durusdinium36897	K22626
Durusdinium97824	K11187
Durusdinium19512	K01490
Durusdinium9401	K26223
Durusdinium3114	K13412
Durusdinium49031	K00088
Durusdinium12211	K06180
Durusdinium1069	K13448
Durusdinium11058	K08582
Durusdinium52803	K10523
Durusdinium75468	K09838
Durusdinium1266	K01810
Durusdinium66519	K06171
Durusdinium48223	K08994
Durusdinium5754	K10380
Durusdinium83979	K04834
Durusdinium111942	K22614
Durusdinium99605	K01800
Durusdinium61537	K18327
Durusdinium92330	K05970
Durusdinium3987	K09503
Durusdinium15482	K00134
Durusdinium10968	K00008
Durusdinium24717	K08997
Durusdinium96148	K25817
Durusdinium109847	K03809
Durusdinium27193	K07299
Durusdinium86180	K04986
Durusdinium60860	K13354
Durusdinium2164	K20526
Durusdinium38407	K00600
Durusdinium108493	K12604
Durusdinium76288	K07889
Durusdinium4383	K09142
Durusdinium19209	K08827
Durusdinium23343	K03843
Durusdinium101457	K25866
Durusdinium6849	K06180
Durusdinium53473	K19600
Durusdinium11974	K00275
Durusdinium19371	K03327
Durusdinium116061	K07203
Durusdinium5833	K11160
Durusdinium18210	K11170
Durusdinium38597	K01738
Durusdinium48577	K00433
Durusdinium94946	K04952
Durusdinium29082	K23957
Durusdinium14732	K05658
Durusdinium84013	K01955
Durusdinium113924	K00021
Durusdinium14022	K20183
Durusdinium329	K08810
Durusdinium20923	K20031
Durusdinium14490	K01187
Durusdinium78507	K00489
Durusdinium5721	K03797
Durusdinium91459	K10405
Durusdinium48688	K09571
Durusdinium4290	K17710
Durusdinium17193	K07937
Durusdinium22894	K01180
Durusdinium13359	K14780
Durusdinium16037	K03842
Durusdinium95404	K00921
Durusdinium61426	K04739
Durusdinium5022	K06178
Durusdinium13983	K15865
Durusdinium14052	K15446
Durusdinium35709	K14683
Durusdinium84150	K13210
Durusdinium36549	K00799
Durusdinium107681	K12132
Durusdinium64534	K14413
Durusdinium48763	K07376
Durusdinium24416	K02956
Durusdinium3193	K02708
Durusdinium10026	K06959
Durusdinium47084	K15032
Durusdinium6395	K13207
Durusdinium1573	K17790
Durusdinium84096	K15637
Durusdinium40011	K14997
Durusdinium14973	K17868
Durusdinium87122	K01673
Durusdinium95554	K15112
Durusdinium72028	K00434
Durusdinium8375	K07376
Durusdinium68853	K01802
Durusdinium15217	K06184
Durusdinium16129	K07968
Durusdinium23887	K16726
Durusdinium24645	K03320
Durusdinium60971	K15042
Durusdinium109900	K02155
Durusdinium110575	K23330
Durusdinium48706	K23490
Durusdinium9566	K23802
Durusdinium48714	K13183
Durusdinium16806	K09773
Durusdinium95179	K02737
Durusdinium59964	K01164
Durusdinium77914	K08076
Durusdinium61123	K09562
Durusdinium76945	K04849
Durusdinium9297	K13126
Durusdinium4623	K00700
Durusdinium41371	K02953
Durusdinium60437	K25166
Durusdinium4900	K12819
Durusdinium97096	K15104
Durusdinium89555	K10849
Durusdinium74199	K14292
Durusdinium83936	K18849
Durusdinium75202	K03798
Durusdinium29417	K13614
Durusdinium5293	K16914
Durusdinium51893	K04854
Durusdinium801	K02137
Durusdinium14324	K07943
Durusdinium48985	K19375
Durusdinium50587	K01802
Durusdinium7677	K03215
Durusdinium98447	K00286
Durusdinium1077	K12440
Durusdinium32054	K09420
Durusdinium22774	K15423
Durusdinium27786	K10260
Durusdinium64081	K24173
Durusdinium107888	K00764
Durusdinium24612	K19513
Durusdinium111527	K13289
Durusdinium86512	K05956
Durusdinium85209	K20526
Durusdinium106878	K03553
Durusdinium11370	K15111
Durusdinium84201	K10396
Durusdinium22811	K01493
Durusdinium87911	K15272
Durusdinium74576	K00465
Durusdinium48351	K04849
Durusdinium60358	K20416
Durusdinium26436	K24764
Durusdinium99201	K15174
Durusdinium14636	K01090
Durusdinium21302	K05291
Durusdinium71610	K04905
Durusdinium108836	K10364
Durusdinium28714	K23257
Durusdinium1155	K09874
Durusdinium72011	K20535
Durusdinium73795	K02908
Durusdinium72920	K00218
Durusdinium24913	K01276
Durusdinium10940	K10456
Durusdinium107649	K10689
Durusdinium87142	K10421
Durusdinium97579	K12132
Durusdinium9659	K10858
Durusdinium9014	K04437
Durusdinium21627	K20164
Durusdinium78040	K09840
Durusdinium26190	K15276
Durusdinium26101	K08997
Durusdinium43829	K02209
Durusdinium63221	K03040
Durusdinium84061	K02183
Durusdinium48367	K14379
Durusdinium71727	K07151
Durusdinium9409	K25808
Durusdinium50479	K14802
Durusdinium29202	K10523
Durusdinium18636	K04345
Durusdinium507	K01006
Durusdinium117680	K01817
Durusdinium50332	K10704
Durusdinium73940	K00348
Durusdinium62546	K15032
Durusdinium61481	K04043
Durusdinium72850	K15223
Durusdinium847	K22614
Durusdinium21790	K22761
Durusdinium45490	K04854
Durusdinium71431	K00543
Durusdinium75555	K08343
Durusdinium106722	K07893
Durusdinium102941	K11843
Durusdinium9784	K04771
Durusdinium84857	K15451
Durusdinium32074	K25470
Durusdinium72738	K03362
Durusdinium6168	K11703
Durusdinium112311	K10770
Durusdinium75754	K13750
Durusdinium101162	K00413
Durusdinium112776	K17839
Durusdinium107515	K04875
Durusdinium12860	K14785
Durusdinium48098	K16726
Durusdinium75562	K00889
Durusdinium39593	K11853
Durusdinium22333	K02040
Durusdinium71494	K21989
Durusdinium22014	K16308
Durusdinium56671	K01756
Durusdinium2625	K03320
Durusdinium17129	K07390
Durusdinium2915	K02964
Durusdinium87681	K01079
Durusdinium110621	K02991
Durusdinium75478	K00910
Durusdinium68272	K00940
Durusdinium108654	K17285
Durusdinium18030	K08073
Durusdinium14268	K03437
Durusdinium79797	K16911
Durusdinium66399	K16289
Durusdinium15433	K10380
Durusdinium65266	K06276
Durusdinium87235	K03456
Durusdinium4369	K08292
Durusdinium10960	K01488
Durusdinium3098	K08244
Durusdinium22514	K16052
Durusdinium94598	K01210
Durusdinium64269	K10408
Durusdinium96794	K16745
Durusdinium60128	K00939
Durusdinium6154	K03424
Durusdinium28188	K12132
Durusdinium9654	K06957
Durusdinium20897	K10380
Durusdinium51665	K15779
Durusdinium83828	K03526
Durusdinium32980	K11785
Durusdinium30901	K11345
Durusdinium16560	K01886
Durusdinium39344	K02985
Durusdinium71864	K10534
Durusdinium72162	K22372
Durusdinium606	K13207
Durusdinium2588	K15371
Durusdinium4264	K02293
Durusdinium2456	K14944
Durusdinium5771	K20899
Durusdinium107778	K08637
Durusdinium9139	K18726
Durusdinium73882	K21866
Durusdinium59940	K12132
Durusdinium84706	K06978
Durusdinium5421	K01230
Durusdinium97611	K09571
Durusdinium87291	K07304
Durusdinium6705	K01408
Durusdinium87315	K15110
Durusdinium23923	K17981
Durusdinium39611	K00088
Durusdinium7896	K00472
Durusdinium59924	K10532
Durusdinium71973	K08902
Durusdinium108356	K07511
Durusdinium14325	K22614
Durusdinium87284	K05794
Durusdinium5740	K06974
Durusdinium14616	K05312
Durusdinium77664	K15161
Durusdinium83141	K17943
Durusdinium51427	K17619
Durusdinium25768	K12603
Durusdinium42258	K00557
Durusdinium108124	K04771
Durusdinium18205	K24729
Durusdinium75440	K05633
Durusdinium23101	K12400
Durusdinium7988	K09554
Durusdinium8819	K04344
Durusdinium62401	K04840
Durusdinium15592	K00600
Durusdinium18917	K11168
Durusdinium98755	K12946
Durusdinium16569	K10380
Durusdinium63918	K12132
Durusdinium17235	K15046
Durusdinium77026	K20304
Durusdinium6400	K05849
Durusdinium7790	K03119
Durusdinium71600	K03243
Durusdinium19719	K26157
Durusdinium8816	K03231
Durusdinium1429	K02720
Durusdinium23394	K19709
Durusdinium17572	K20892
Durusdinium45368	K02519
Durusdinium7689	K14297
Durusdinium59892	K00249
Durusdinium14839	K00326
Durusdinium72411	K07300
Durusdinium108750	K04883
Durusdinium11683	K16055
Durusdinium51011	K11982
Durusdinium48075	K00812
Durusdinium15681	K00797
Durusdinium97756	K00142
Durusdinium107229	K07376
Durusdinium42777	K16911
Durusdinium15442	K22684
Durusdinium12423	K04424
Durusdinium60067	K14314
Durusdinium7356	K12823
Durusdinium104827	K08711
Durusdinium20593	K00565
Durusdinium84824	K22066
Durusdinium11107	K23114
Durusdinium107026	K11992
Durusdinium83264	K10799
Durusdinium22665	K10799
Durusdinium28287	K12132
Durusdinium49505	K11135
Durusdinium50989	K02932
Durusdinium55094	K05692
Durusdinium64997	K22262
Durusdinium54910	K16328
Durusdinium49567	K13444
Durusdinium19868	K21440
Durusdinium33366	K00417
Durusdinium7430	K14648
Durusdinium16521	K15032
Durusdinium110437	K02873
Durusdinium28853	K03797
Durusdinium874	K00968
Durusdinium72557	K08798
Durusdinium11823	K00789
Durusdinium50164	K13412
Durusdinium15052	K14326
Durusdinium19278	K12231
Durusdinium782	K07552
Durusdinium5850	K01672
Durusdinium95927	K01682
Durusdinium10759	K07376
Durusdinium80901	K11982
Durusdinium97285	K04849
Durusdinium109741	K24635
Durusdinium4145	K01580
Durusdinium23145	K00799
Durusdinium16029	K14572
Durusdinium49955	K21889
Durusdinium109376	K14411
Durusdinium115259	K24736
Durusdinium101615	K03163
Durusdinium85227	K17592
Durusdinium108769	K04460
Durusdinium2053	K17339
Durusdinium86148	K16675
Durusdinium49400	K12618
Durusdinium76953	K13210
Durusdinium18803	K04908
Durusdinium6546	K10380
Durusdinium52916	K02874
Durusdinium1885	K12047
Durusdinium9925	K00645
Durusdinium12339	K01183
Durusdinium54639	K14497
Durusdinium16040	K11997
Durusdinium74210	K00655
Durusdinium1198	K02634
Durusdinium112417	K01126
Durusdinium5906	K14411
Durusdinium27804	K00761
Durusdinium95844	K04855
Durusdinium24095	K13576
Durusdinium63190	K19745
Durusdinium63786	K05857
Durusdinium16952	K22207
Durusdinium5337	K06180
Durusdinium109129	K16302
Durusdinium21316	K06670
Durusdinium49802	K01270
Durusdinium18628	K00476
Durusdinium4936	K03437
Durusdinium23138	K10758
Durusdinium20176	K03130
Durusdinium16267	K22614
Durusdinium13188	K19525
Durusdinium7705	K07198
Durusdinium48941	K01873
Durusdinium19088	K11718
Durusdinium15509	K12960
Durusdinium80111	K07714
Durusdinium537	K02112
Durusdinium22542	K12888
Durusdinium17767	K02932
Durusdinium20369	K22745
Durusdinium71874	K24745
Durusdinium11640	K10770
Durusdinium97370	K04990
Durusdinium99656	K07300
Durusdinium14233	K06641
Durusdinium42337	K04688
Durusdinium108198	K01054
Durusdinium48496	K01307
Durusdinium14050	K08869
Durusdinium67961	K17263
Durusdinium17072	K00031
Durusdinium110577	K05794
Durusdinium61741	K09586
Durusdinium72390	K00002
Durusdinium8427	K04855
Durusdinium109864	K01551
Durusdinium77078	K00380
Durusdinium55733	K06067
Durusdinium12670	K01517
Durusdinium49604	K17866
Durusdinium29019	K11340
Durusdinium44881	K07305
Durusdinium41103	K06545
Durusdinium62892	K14717
Durusdinium72101	K24175
Durusdinium99726	K02735
Durusdinium22747	K03929
Durusdinium96708	K01456
Durusdinium20446	K12410
Durusdinium107169	K07376
Durusdinium9888	K04043
Durusdinium23442	K22684
Durusdinium21826	K09553
Durusdinium17938	K08176
Durusdinium109447	K10357
Durusdinium96001	K10614
Durusdinium7482	K10380
Durusdinium48801	K04955
Durusdinium10993	K10380
Durusdinium20444	K00574
Durusdinium109912	K00621
Durusdinium68606	K03711
Durusdinium31934	K14155
Durusdinium9345	K20471
Durusdinium38413	K12132
Durusdinium56606	K00059
Durusdinium63085	K11494
Durusdinium83765	K13750
Durusdinium72620	K09667
Durusdinium22847	K15111
Durusdinium10945	K06180
Durusdinium46599	K14996
Durusdinium33794	K02358
Durusdinium24919	K12823
Durusdinium86327	K00726
Durusdinium4043	K10355
Durusdinium4826	K10752
Durusdinium20938	K22211
Durusdinium84051	K16675
Durusdinium6429	K05681
Durusdinium21573	K05293
Durusdinium13501	K06158
Durusdinium135	K15436
Durusdinium17535	K06180
Durusdinium75730	K12876
Durusdinium3542	K05282
Durusdinium108207	K06133
Durusdinium21511	K01601
Durusdinium38499	K13789
Durusdinium14019	K10380
Durusdinium7477	K13207
Durusdinium4026	K16889
Durusdinium3555	K03403
Durusdinium95862	K22763
Durusdinium8516	K22544
Durusdinium84484	K14026
Durusdinium52043	K00799
Durusdinium19158	K01883
Durusdinium110158	K22614
Durusdinium6073	K12567
Durusdinium107163	K01768
Durusdinium61175	K20222
Durusdinium28635	K10358
Durusdinium32073	K15498
Durusdinium17432	K10594
Durusdinium15051	K16726
Durusdinium24665	K00812
Durusdinium98069	K05723
Durusdinium17363	K02542
Durusdinium95631	K22390
Durusdinium23230	K06269
Durusdinium21446	K13412
Durusdinium85087	K00981
Durusdinium22108	K17783
Durusdinium81684	K12626
Durusdinium63515	K09553
Durusdinium44509	K10408
Durusdinium89537	K14674
Durusdinium110055	K01067
Durusdinium63396	K14457
Durusdinium106779	K11411
Durusdinium21773	K08493
Durusdinium83593	K07755
Durusdinium68118	K02320
Durusdinium5173	K21440
Durusdinium3142	K24473
Durusdinium72336	K10408
Durusdinium33084	K01807
Durusdinium75048	K17893
Durusdinium10420	K10357
Durusdinium108361	K17339
Durusdinium111308	K20103
Durusdinium60929	K01076
Durusdinium47061	K01676
Durusdinium79892	K05863
Durusdinium61241	K08151
Durusdinium73081	K01802
Durusdinium4243	K11128
Durusdinium65247	K09536
Durusdinium26930	K11136
Durusdinium10080	K00476
Durusdinium51058	K10260
Durusdinium88106	K13813
Durusdinium12517	K10397
Durusdinium18795	K10455
Durusdinium10571	K22684
Durusdinium49713	K17623
Durusdinium7051	K10380
Durusdinium83065	K15109
Durusdinium9559	K21436
Durusdinium97413	K01945
Durusdinium38749	K20792
Durusdinium6389	K03372
Durusdinium19258	K25897
Durusdinium53175	K16818
Durusdinium75816	K05929
Durusdinium73783	K19352
Durusdinium22030	K04854
Durusdinium3898	K21970
Durusdinium65063	K05544
Durusdinium1502	K00101
Durusdinium62768	K03065
Durusdinium9099	K08963
Durusdinium94650	K03234
Durusdinium95930	K00133
Durusdinium63641	K17609
Durusdinium2490	K04948
Durusdinium75330	K20777
Durusdinium27697	K01915
Durusdinium50875	K13091
Durusdinium64787	K02371
Durusdinium10952	K16747
Durusdinium48774	K00472
Durusdinium71943	K13896
Durusdinium49548	K21396
Durusdinium28167	K12602
Durusdinium86245	K14568
Durusdinium72666	K12661
Durusdinium21147	K10380
Durusdinium19311	K11855
Durusdinium65428	K09553
Durusdinium59802	K14437
Durusdinium84731	K14376
Durusdinium8949	K10380
Durusdinium108015	K12132
Durusdinium6153	K10380
Durusdinium108678	K21991
Durusdinium45736	K03088
Durusdinium48199	K14792
Durusdinium18866	K11494
Durusdinium48353	K23729
Durusdinium109751	K09773
Durusdinium117052	K01952
Durusdinium108096	K24468
Durusdinium108778	K15111
Durusdinium18807	K12584
Durusdinium111505	K00799
Durusdinium107914	K14536
Durusdinium1929	K25378
Durusdinium24412	K14802
Durusdinium108378	K21989
Durusdinium61359	K12132
Durusdinium50288	K24736
Durusdinium78480	K01733
Durusdinium26905	K22864
Durusdinium84314	K01738
Durusdinium98788	K01299
Durusdinium71449	K04469
Durusdinium73189	K06639
Durusdinium96931	K14407
Durusdinium48452	K03037
Durusdinium54863	K01537
Durusdinium72071	K10380
Durusdinium671	K14411
Durusdinium17709	K14787
Durusdinium59893	K24195
Durusdinium99230	K02943
Durusdinium6965	K24223
Durusdinium94846	K24729
Durusdinium26107	K08794
Durusdinium8372	K11584
Durusdinium98836	K22763
Durusdinium94730	K12862
Durusdinium12375	K06867
Durusdinium60730	K12132
Durusdinium22864	K05034
Durusdinium301	K10380
Durusdinium28015	K15665
Durusdinium32562	K11592
Durusdinium109274	K10380
Durusdinium1784	K09490
Durusdinium101833	K07152
Durusdinium62402	K07560
Durusdinium62457	K02636
Durusdinium3172	K15015
Durusdinium95284	K02202
Durusdinium6380	K03686
Durusdinium95519	K03252
Durusdinium7814	K16250
Durusdinium7237	K07735
Durusdinium25164	K05643
Durusdinium5093	K07376
Durusdinium115235	K00477
Durusdinium21867	K11407
Durusdinium13138	K08869
Durusdinium53080	K12833
Durusdinium10469	K09571
Durusdinium87843	K12304
Durusdinium85117	K22556
Durusdinium42713	K15030
Durusdinium23192	K03046
Durusdinium96780	K25378
Durusdinium33	K04854
Durusdinium19385	K15665
Durusdinium60622	K02350
Durusdinium64975	K10380
Durusdinium10564	K01802
Durusdinium97271	K08176
Durusdinium5181	K13197
Durusdinium54503	K05609
Durusdinium11581	K13348
Durusdinium112746	K08794
Durusdinium6458	K20301
Durusdinium60743	K04854
Durusdinium105451	K00465
Durusdinium62201	K00463
Durusdinium30084	K17783
Durusdinium26596	K10456
Durusdinium17797	K00488
Durusdinium66420	K14085
Durusdinium25073	K24780
Durusdinium27772	K03147
Durusdinium111968	K04905
Durusdinium84666	K00486
Durusdinium36930	K11168
Durusdinium21502	K16298
Durusdinium71573	K04855
Durusdinium107401	K20196
Durusdinium15678	K05283
Durusdinium22813	K04851
Durusdinium95002	K02206
Durusdinium22694	K04365
Durusdinium25475	K21421
Durusdinium18916	K14963
Durusdinium72201	K20631
Durusdinium107626	K13350
Durusdinium74811	K09680
Durusdinium15208	K10808
Durusdinium51028	K23541
Durusdinium60009	K02471
Durusdinium95328	K01363
Durusdinium26038	K06994
Durusdinium63208	K16865
Durusdinium65233	K06174
Durusdinium18957	K01076
Durusdinium5479	K07376
Durusdinium9255	K10355
Durusdinium6826	K04886
Durusdinium96344	K13412
Durusdinium22457	K12878
Durusdinium66565	K00140
Durusdinium4376	K10455
Durusdinium7152	K10563
Durusdinium41409	K10408
Durusdinium50472	K02350
Durusdinium2666	K01648
Durusdinium149	K03737
Durusdinium68905	K11366
Durusdinium85279	K10908
Durusdinium2671	K02998
Durusdinium92752	K08711
Durusdinium71872	K00910
Durusdinium55022	K09786
Durusdinium6711	K10758
Durusdinium112264	K01940
Durusdinium19503	K03260
Durusdinium2599	K12603
Durusdinium14235	K10380
Durusdinium19983	K22381
Durusdinium108420	K00889
Durusdinium26094	K05841
Durusdinium73926	K07304
Durusdinium61029	K21440
Durusdinium18874	K12132
Durusdinium48743	K04852
Durusdinium60671	K20028
Durusdinium28324	K02021
Durusdinium10357	K24041
Durusdinium15491	K14801
Durusdinium50552	K15335
Durusdinium22757	K17987
Durusdinium53744	K05110
Durusdinium61349	K02183
Durusdinium9067	K08151
Durusdinium96734	K09578
Durusdinium15079	K16455
Durusdinium83368	K01259
Durusdinium11351	K07910
Durusdinium6107	K04739
Durusdinium6847	K00451
Durusdinium94944	K04857
Durusdinium25520	K24835
Durusdinium2794	K13412
Durusdinium91170	K04461
Durusdinium106687	K12857
Durusdinium51336	K10579
Durusdinium107623	K08711
Durusdinium9965	K08900
Durusdinium14600	K17710
Durusdinium18312	K01265
Durusdinium41	K08582
Durusdinium107098	K12844
Durusdinium12802	K20867
Durusdinium29932	K10955
Durusdinium17481	K01240
Durusdinium83059	K00059
Durusdinium29039	K10407
Durusdinium50670	K01256
Durusdinium49890	K15289
Durusdinium3931	K22132
Durusdinium100541	K10355
Durusdinium11911	K13348
Durusdinium15561	K21396
Durusdinium64113	K06269
Durusdinium17314	K09567
Durusdinium16868	K00387
Durusdinium18496	K01188
Durusdinium30820	K02658
Durusdinium99681	K10380
Durusdinium22787	K01056
Durusdinium50178	K01895
