Ofaveolata267237	K00627
Ofaveolata31828	K11279
Ofaveolata32101	K20795
Ofaveolata265008	K14379
Ofaveolata267249	K23113
Ofaveolata248850	K00471
Ofaveolata259353	K17603
Ofaveolata222225	K14328
Ofaveolata262054	K09377
Ofaveolata266600	K05642
Ofaveolata248626	K25095
Ofaveolata267122	K25139
Ofaveolata261429	K13907
Ofaveolata256980	K06237
Ofaveolata394	K13863
Ofaveolata238534	K04646
Ofaveolata265840	K02320
Ofaveolata258193	K15290
Ofaveolata268216	K17930
Ofaveolata1050539	K04834
Ofaveolata254743	K06058
Ofaveolata264651	K01338
Ofaveolata263376	K08465
Ofaveolata262883	K02677
Ofaveolata267826	K11858
Ofaveolata221903	K04142
Ofaveolata1389386	K08375
Ofaveolata257088	K15433
Ofaveolata206443	K24941
Ofaveolata261743	K19671
Ofaveolata269767	K07497
Ofaveolata262009	K11584
Ofaveolata259519	K04134
Ofaveolata263228	K00962
Ofaveolata250272	K09502
Ofaveolata267354	K13963
Ofaveolata267630	K03424
Ofaveolata263652	K04930
Ofaveolata191840	K04224
Ofaveolata249500	K01025
Ofaveolata269574	K07497
Ofaveolata262584	K23008
Ofaveolata264536	K13701
Ofaveolata253835	K13748
Ofaveolata223345	K08463
Ofaveolata263696	K07192
Ofaveolata255413	K25437
Ofaveolata266985	K11438
Ofaveolata248118	K16857
Ofaveolata264476	K23028
Ofaveolata259595	K08824
Ofaveolata216860	K09396
Ofaveolata253024	K14791
Ofaveolata251666	K20456
Ofaveolata256152	K04984
Ofaveolata264455	K00864
Ofaveolata263081	K24032
Ofaveolata235626	K24422
Ofaveolata269379	K09606
Ofaveolata1483931	K19899
Ofaveolata262672	K13116
Ofaveolata154788	K17341
Ofaveolata264504	K03875
Ofaveolata261488	K23507
Ofaveolata240557	K22266
Ofaveolata1077762	K20198
Ofaveolata260298	K00512
Ofaveolata266067	K04255
Ofaveolata267483	K04606
Ofaveolata225664	K15277
Ofaveolata267348	K08202
Ofaveolata267423	K06316
Ofaveolata266002	K10464
Ofaveolata257412	K18152
Ofaveolata249453	K08056
Ofaveolata269812	K23949
Ofaveolata267383	K00738
Ofaveolata265192	K01115
Ofaveolata106952	K20795
Ofaveolata253668	K07375
Ofaveolata264975	K10408
Ofaveolata269211	K16507
Ofaveolata263938	K04967
Ofaveolata268964	K05635
Ofaveolata267612	K14774
Ofaveolata269219	K23092
Ofaveolata267105	K05110
Ofaveolata269879	K02932
Ofaveolata255286	K17916
Ofaveolata227715	K24893
Ofaveolata253229	K05330
Ofaveolata263169	K24342
Ofaveolata265371	K19332
Ofaveolata265933	K22656
Ofaveolata226030	K01415
Ofaveolata266081	K24224
Ofaveolata258895	K00569
Ofaveolata260919	K16353
Ofaveolata268362	K04967
Ofaveolata259017	K00966
Ofaveolata269594	K17341
Ofaveolata258570	K06944
Ofaveolata262146	K24359
Ofaveolata266306	K16896
Ofaveolata266247	K13710
Ofaveolata260256	K10707
Ofaveolata266962	K20284
Ofaveolata221933	K12272
Ofaveolata248195	K04375
Ofaveolata260792	K08375
Ofaveolata264669	K08187
Ofaveolata266136	K23663
Ofaveolata259370	K17592
Ofaveolata260238	K22197
Ofaveolata267659	K10866
Ofaveolata246039	K04824
Ofaveolata260639	K12845
Ofaveolata162307	K02915
Ofaveolata269361	K08775
Ofaveolata256812	K02295
Ofaveolata261305	K21245
Ofaveolata260635	K23040
Ofaveolata268002	K06773
Ofaveolata259266	K24793
Ofaveolata182487	K16506
Ofaveolata268597	K18405
Ofaveolata266574	K08462
Ofaveolata254509	K09656
Ofaveolata247933	K09640
Ofaveolata262385	K19499
Ofaveolata250736	K14457
Ofaveolata263574	K06215
Ofaveolata261625	K24431
Ofaveolata264066	K21919
Ofaveolata242655	K00714
Ofaveolata264239	K15261
Ofaveolata225652	K02940
Ofaveolata263238	K23935
Ofaveolata256305	K00965
Ofaveolata257464	K11984
Ofaveolata253157	K00237
Ofaveolata248893	K16473
Ofaveolata243478	K02908
Ofaveolata266735	K18405
Ofaveolata253293	K24936
Ofaveolata116634	K02738
Ofaveolata262894	K05312
Ofaveolata261080	K13295
Ofaveolata252559	K15837
Ofaveolata216245	K08606
Ofaveolata262233	K10430
Ofaveolata171733	K09223
Ofaveolata252368	K22733
Ofaveolata256618	K24224
Ofaveolata252754	K14779
Ofaveolata257644	K25421
Ofaveolata209830	K24464
Ofaveolata268147	K17493
Ofaveolata267037	K11093
Ofaveolata255483	K23222
Ofaveolata257185	K17658
Ofaveolata265653	K14611
Ofaveolata235545	K15272
Ofaveolata245692	K05869
Ofaveolata250551	K16526
Ofaveolata257721	K15117
Ofaveolata235820	K20187
Ofaveolata262161	K04531
Ofaveolata243868	K17341
Ofaveolata1220857	K14616
Ofaveolata234481	K15272
Ofaveolata260981	K10642
Ofaveolata264479	K04805
Ofaveolata245995	K14611
Ofaveolata267833	K10457
Ofaveolata224817	K01262
Ofaveolata266913	K25215
Ofaveolata229826	K04702
Ofaveolata265684	K10458
Ofaveolata19705	K00182
Ofaveolata217758	K08859
Ofaveolata268870	K16507
Ofaveolata216186	K03671
Ofaveolata260460	K01517
Ofaveolata262019	K17689
Ofaveolata262276	K05955
Ofaveolata260873	K04554
Ofaveolata269670	K03158
Ofaveolata269482	K09257
Ofaveolata269802	K05673
Ofaveolata260928	K24170
Ofaveolata268272	K06058
Ofaveolata266976	K15276
Ofaveolata267613	K23296
Ofaveolata237347	K22382
Ofaveolata253853	K24431
Ofaveolata258338	K09373
Ofaveolata269074	K15711
Ofaveolata259949	K02678
Ofaveolata268767	K05125
Ofaveolata269843	K07497
Ofaveolata268186	K06819
Ofaveolata251100	K04144
Ofaveolata268647	K08764
Ofaveolata264638	K00873
Ofaveolata267913	K06704
Ofaveolata277820	K13761
Ofaveolata265573	K00972
Ofaveolata260947	K10457
Ofaveolata260193	K06700
Ofaveolata258619	K11663
Ofaveolata269280	K23286
Ofaveolata214570	K23033
Ofaveolata264665	K00747
Ofaveolata262473	K01809
Ofaveolata266839	K19756
Ofaveolata256139	K04353
Ofaveolata261858	K14388
Ofaveolata235952	K03172
Ofaveolata258020	K04556
Ofaveolata245780	K07967
Ofaveolata263221	K19361
Ofaveolata255844	K08778
Ofaveolata5295	K02112
Ofaveolata566780	K09580
Ofaveolata261382	K15544
Ofaveolata130073	K01802
Ofaveolata239193	K02136
Ofaveolata251534	K02906
Ofaveolata113372	K00940
Ofaveolata265028	K23257
Ofaveolata266075	K04887
Ofaveolata155881	K16669
Ofaveolata233997	K01195
Ofaveolata258727	K10268
Ofaveolata268728	K08622
Ofaveolata239942	K08621
Ofaveolata264383	K17341
Ofaveolata264785	K24498
Ofaveolata261786	K14072
Ofaveolata227726	K22790
Ofaveolata265387	K12035
Ofaveolata1064947	K11254
Ofaveolata244066	K10391
Ofaveolata260055	K25427
Ofaveolata213399	K03372
Ofaveolata263736	K11827
Ofaveolata258056	K04592
Ofaveolata264951	K08852
Ofaveolata267543	K15791
Ofaveolata264340	K17592
Ofaveolata249021	K11182
Ofaveolata269646	K23222
Ofaveolata251793	K05051
Ofaveolata257632	K06497
Ofaveolata262762	K24818
Ofaveolata254046	K19769
Ofaveolata247069	K04162
Ofaveolata254518	K02168
Ofaveolata195862	K24431
Ofaveolata259927	K20828
Ofaveolata269801	K05126
Ofaveolata199812	K24794
Ofaveolata253348	K23790
Ofaveolata258019	K01493
Ofaveolata145087	K17256
Ofaveolata263341	K04373
Ofaveolata258299	K03174
Ofaveolata268834	K15502
Ofaveolata268250	K20403
Ofaveolata265325	K08271
Ofaveolata265469	K25207
Ofaveolata258453	K24797
Ofaveolata263186	K04307
Ofaveolata172072	K07809
Ofaveolata261105	K10477
Ofaveolata268268	K24431
Ofaveolata264900	K16601
Ofaveolata269413	K13616
Ofaveolata253766	K21125
Ofaveolata2856545	K01298
Ofaveolata266271	K25201
Ofaveolata259439	K17985
Ofaveolata215450	K02739
Ofaveolata262920	K01099
Ofaveolata259490	K00901
Ofaveolata246484	K04658
Ofaveolata188866	K04885
Ofaveolata2787	K04606
Ofaveolata243831	K17916
Ofaveolata265658	K04266
Ofaveolata247440	K00738
Ofaveolata266294	K04887
Ofaveolata258203	K17496
Ofaveolata268467	K05636
Ofaveolata206756	K18274
Ofaveolata267986	K16478
Ofaveolata265587	K07497
Ofaveolata248951	K16582
Ofaveolata455627	K16669
Ofaveolata260900	K05127
Ofaveolata261740	K04530
Ofaveolata268612	K06569
Ofaveolata260685	K02331
Ofaveolata267492	K18886
Ofaveolata256831	K05015
Ofaveolata256898	K18497
Ofaveolata263640	K01285
Ofaveolata266795	K07497
Ofaveolata264057	K20795
Ofaveolata266245	K01330
Ofaveolata261375	K10153
Ofaveolata261765	K24936
Ofaveolata253642	K08664
Ofaveolata161240	K04142
Ofaveolata3031	K23958
Ofaveolata265382	K08187
Ofaveolata260363	K10408
Ofaveolata268541	K03103
Ofaveolata114300	K02326
Ofaveolata267321	K04426
Ofaveolata245666	K09304
Ofaveolata253431	K18032
Ofaveolata258568	K13649
Ofaveolata261998	K10443
Ofaveolata258651	K21844
Ofaveolata242753	K01205
Ofaveolata254091	K03103
Ofaveolata243463	K12305
Ofaveolata248180	K07883
Ofaveolata251517	K10144
Ofaveolata267225	K10581
Ofaveolata255495	K05092
Ofaveolata266004	K10393
Ofaveolata257536	K10583
Ofaveolata266397	K21246
Ofaveolata266342	K12028
Ofaveolata242343	K10744
Ofaveolata254728	K03665
Ofaveolata263214	K11367
Ofaveolata246349	K23791
Ofaveolata238921	K08037
Ofaveolata113262	K02875
Ofaveolata246430	K05941
Ofaveolata896478	K09667
Ofaveolata268080	K11971
Ofaveolata261804	K03686
Ofaveolata179027	K04168
Ofaveolata269070	K00108
Ofaveolata265873	K08826
Ofaveolata253575	K01283
Ofaveolata265414	K10649
Ofaveolata252132	K11884
Ofaveolata263927	K13237
Ofaveolata268856	K12035
Ofaveolata264899	K08819
Ofaveolata249846	K17928
Ofaveolata265559	K19601
Ofaveolata253548	K15439
Ofaveolata269434	K20353
Ofaveolata257007	K22764
Ofaveolata261084	K14771
Ofaveolata269182	K08870
Ofaveolata248723	K04168
Ofaveolata261155	K24835
Ofaveolata262941	K04615
Ofaveolata262800	K25421
Ofaveolata264972	K23424
Ofaveolata265991	K08337
Ofaveolata268382	K00810
Ofaveolata267422	K03654
Ofaveolata265904	K00090
Ofaveolata247710	K20349
Ofaveolata259255	K08621
Ofaveolata268955	K05126
Ofaveolata267608	K17341
Ofaveolata262109	K17341
Ofaveolata267909	K04458
Ofaveolata260322	K11187
Ofaveolata251663	K22072
Ofaveolata252961	K04267
Ofaveolata263722	K15143
Ofaveolata1212312	K01667
Ofaveolata256714	K24835
Ofaveolata267699	K05502
Ofaveolata111319	K13807
Ofaveolata265438	K06630
Ofaveolata6398	K17253
Ofaveolata266606	K24939
Ofaveolata165240	K14325
Ofaveolata267443	K17918
Ofaveolata247375	K00505
Ofaveolata257373	K24464
Ofaveolata252807	K05765
Ofaveolata268989	K08805
Ofaveolata261345	K21774
Ofaveolata258806	K20173
Ofaveolata252518	K09350
Ofaveolata225617	K05754
Ofaveolata237455	K11564
Ofaveolata256158	K04233
Ofaveolata265284	K01262
Ofaveolata255869	K15837
Ofaveolata261013	K04135
Ofaveolata162350	K03768
Ofaveolata2187524	K08776
Ofaveolata267957	K14311
Ofaveolata240759	K04288
Ofaveolata259619	K00505
Ofaveolata268796	K11886
Ofaveolata189039	K04662
Ofaveolata256166	K14696
Ofaveolata263808	K11150
Ofaveolata201190	K10380
Ofaveolata268971	K07497
Ofaveolata169357	K25168
Ofaveolata267080	K24469
Ofaveolata259586	K01897
Ofaveolata260472	K09194
Ofaveolata262890	K04809
Ofaveolata269604	K08465
Ofaveolata261629	K04600
Ofaveolata268677	K09371
Ofaveolata268377	K10728
Ofaveolata262383	K01106
Ofaveolata257622	K22938
Ofaveolata263086	K01889
Ofaveolata264258	K24030
Ofaveolata247401	K16669
Ofaveolata254367	K00461
Ofaveolata220261	K01307
Ofaveolata264275	K24464
Ofaveolata267361	K05330
Ofaveolata268527	K24537
Ofaveolata224670	K00030
Ofaveolata267395	K22761
Ofaveolata267144	K16677
Ofaveolata268229	K15682
Ofaveolata254527	K24956
Ofaveolata259867	K08770
Ofaveolata259518	K16310
Ofaveolata263791	K21862
Ofaveolata265312	K00922
Ofaveolata264915	K07759
Ofaveolata395673	K24315
Ofaveolata255273	K18160
Ofaveolata264234	K13339
Ofaveolata255246	K00804
Ofaveolata262071	K09054
Ofaveolata264192	K24685
Ofaveolata252736	K17823
Ofaveolata250392	K16729
Ofaveolata236104	K00573
Ofaveolata170232	K08770
Ofaveolata268494	K18037
Ofaveolata259568	K09292
Ofaveolata15021	K24835
Ofaveolata237775	K04515
Ofaveolata266707	K17461
Ofaveolata263212	K00461
Ofaveolata260284	K15440
Ofaveolata260829	K04460
Ofaveolata528424	K02927
Ofaveolata268595	K10133
Ofaveolata264495	K14620
Ofaveolata266510	K10951
Ofaveolata264335	K05175
Ofaveolata252428	K10768
Ofaveolata267847	K05094
Ofaveolata260060	K17907
Ofaveolata269638	K04360
Ofaveolata266756	K03251
Ofaveolata268291	K13278
Ofaveolata260648	K08592
Ofaveolata265697	K24733
Ofaveolata255556	K05703
Ofaveolata246334	K07509
Ofaveolata268923	K17341
Ofaveolata1920171	K12302
Ofaveolata263233	K14072
Ofaveolata262660	K06756
Ofaveolata261357	K17563
Ofaveolata208847	K04266
Ofaveolata268005	K06058
Ofaveolata267140	K08798
Ofaveolata239540	K03676
Ofaveolata265004	K24943
Ofaveolata260355	K14852
Ofaveolata220678	K06224
Ofaveolata265495	K10475
Ofaveolata255287	K10733
Ofaveolata245793	K24983
Ofaveolata259752	K15348
Ofaveolata260325	K01493
Ofaveolata258461	K00700
Ofaveolata268576	K01937
Ofaveolata268334	K04978
Ofaveolata222414	K19408
Ofaveolata259929	K03030
Ofaveolata256978	K11468
Ofaveolata257035	K17095
Ofaveolata268116	K06255
Ofaveolata254620	K04353
Ofaveolata253131	K01749
Ofaveolata264106	K12875
Ofaveolata207910	K09353
Ofaveolata260526	K04967
Ofaveolata253937	K08411
Ofaveolata258478	K16752
Ofaveolata262105	K14708
Ofaveolata253525	K04267
Ofaveolata262034	K23820
Ofaveolata253290	K04150
Ofaveolata267943	K04570
Ofaveolata258958	K15621
Ofaveolata250927	K14167
Ofaveolata269591	K08991
Ofaveolata259550	K04430
Ofaveolata252169	K07937
Ofaveolata238065	K02995
Ofaveolata265117	K17820
Ofaveolata250745	K10606
Ofaveolata255514	K01349
Ofaveolata187824	K05692
Ofaveolata269842	K17592
Ofaveolata258820	K00232
Ofaveolata256257	K02449
Ofaveolata257406	K08155
Ofaveolata258035	K24835
Ofaveolata261934	K14025
Ofaveolata259728	K16609
Ofaveolata251119	K01183
Ofaveolata269606	K24691
Ofaveolata250996	K19675
Ofaveolata253464	K10244
Ofaveolata264090	K22403
Ofaveolata162281	K07497
Ofaveolata246427	K12389
Ofaveolata265453	K25164
Ofaveolata263787	K12504
Ofaveolata237524	K14165
Ofaveolata263691	K20994
Ofaveolata263411	K14411
Ofaveolata248321	K22390
Ofaveolata268486	K14806
Ofaveolata65954	K04712
Ofaveolata260866	K00008
Ofaveolata116952	K11593
Ofaveolata253618	K01251
Ofaveolata247616	K01020
Ofaveolata242484	K03027
Ofaveolata266974	K01068
Ofaveolata249944	K03575
Ofaveolata267018	K15187
Ofaveolata267732	K06756
Ofaveolata267932	K07532
Ofaveolata257011	K01663
Ofaveolata257885	K10260
Ofaveolata255528	K06630
Ofaveolata244747	K14648
Ofaveolata258521	K06825
Ofaveolata261311	K20520
Ofaveolata231715	K12132
Ofaveolata2514334	K04163
Ofaveolata261997	K01197
Ofaveolata258840	K11997
Ofaveolata229575	K04204
Ofaveolata250522	K07855
Ofaveolata265079	K15333
Ofaveolata238839	K20411
Ofaveolata257692	K13247
Ofaveolata1681340	K08133
Ofaveolata268158	K06834
Ofaveolata262313	K04163
Ofaveolata258025	K07375
Ofaveolata168637	K00659
Ofaveolata254585	K13366
Ofaveolata264083	K16938
Ofaveolata262481	K15759
Ofaveolata268283	K17495
Ofaveolata266446	K08632
Ofaveolata262611	K08187
Ofaveolata225122	K09627
Ofaveolata261977	K08045
Ofaveolata241887	K06819
Ofaveolata266291	K24469
Ofaveolata73274	K04984
Ofaveolata259802	K02321
Ofaveolata265565	K05857
Ofaveolata269755	K24936
Ofaveolata231268	K23318
Ofaveolata255435	K18152
Ofaveolata245890	K11842
Ofaveolata256522	K24835
Ofaveolata255812	K03842
Ofaveolata236607	K17689
Ofaveolata262854	K24358
Ofaveolata247162	K02132
Ofaveolata264597	K08843
Ofaveolata268423	K06777
Ofaveolata234344	K24469
Ofaveolata249813	K09401
Ofaveolata260115	K24526
Ofaveolata260938	K14281
Ofaveolata258652	K05941
Ofaveolata264862	K10277
Ofaveolata70741	K01183
Ofaveolata259198	K04892
Ofaveolata268075	K08770
Ofaveolata225897	K15085
Ofaveolata267297	K19519
Ofaveolata258792	K17578
Ofaveolata221057	K00939
Ofaveolata264003	K11094
Ofaveolata265848	K12172
Ofaveolata261128	K08766
Ofaveolata162257	K02137
Ofaveolata262344	K05051
Ofaveolata255531	K11550
Ofaveolata253759	K00008
Ofaveolata263725	K04265
Ofaveolata227167	K24761
Ofaveolata260341	K13444
Ofaveolata242029	K13089
Ofaveolata259984	K07190
Ofaveolata266609	K14554
Ofaveolata261677	K20685
Ofaveolata9601	K07380
Ofaveolata265787	K19499
Ofaveolata225231	K12888
Ofaveolata251055	K22756
Ofaveolata264817	K13868
Ofaveolata234559	K00968
Ofaveolata261911	K13862
Ofaveolata269481	K24333
Ofaveolata269322	K00710
Ofaveolata256799	K23338
Ofaveolata249228	K08110
Ofaveolata260394	K00323
Ofaveolata269607	K16353
Ofaveolata261616	K09848
Ofaveolata265884	K19613
Ofaveolata204122	K09214
Ofaveolata268708	K10380
Ofaveolata259549	K22078
Ofaveolata269571	K06240
Ofaveolata268012	K06277
Ofaveolata249673	K14071
Ofaveolata262163	K13949
Ofaveolata263987	K00657
Ofaveolata246608	K25168
Ofaveolata255001	K00306
Ofaveolata268569	K24070
Ofaveolata262873	K11997
Ofaveolata243275	K11433
Ofaveolata268740	K03979
Ofaveolata263807	K06066
Ofaveolata263036	K09228
Ofaveolata264894	K24469
Ofaveolata269326	K04968
Ofaveolata259591	K07393
Ofaveolata256261	K17286
Ofaveolata262222	K09479
Ofaveolata3813849	K07380
Ofaveolata268857	K06112
Ofaveolata216177	K24041
Ofaveolata205537	K04742
Ofaveolata266725	K00854
Ofaveolata268133	K07497
Ofaveolata261068	K11850
Ofaveolata258413	K01403
Ofaveolata222105	K04919
Ofaveolata260629	K10454
Ofaveolata249430	K07305
Ofaveolata265059	K03068
Ofaveolata249315	K12487
Ofaveolata267077	K04358
Ofaveolata11272	K04079
Ofaveolata163304	K07375
Ofaveolata1501617	K11251
Ofaveolata254626	K12384
Ofaveolata220757	K01513
Ofaveolata176455	K24835
Ofaveolata260427	K09414
Ofaveolata256037	K14354
Ofaveolata227250	K03111
Ofaveolata225714	K06270
Ofaveolata244481	K10145
Ofaveolata257746	K07379
Ofaveolata258640	K05312
Ofaveolata257855	K20049
Ofaveolata248615	K18398
Ofaveolata244348	K00799
Ofaveolata264159	K14613
Ofaveolata252701	K11802
Ofaveolata256085	K23886
Ofaveolata265344	K04362
Ofaveolata263780	K00413
Ofaveolata199654	K09228
Ofaveolata264609	K13510
Ofaveolata238237	K11252
Ofaveolata245601	K08465
Ofaveolata257141	K23332
Ofaveolata268206	K14411
Ofaveolata263686	K00485
Ofaveolata261879	K20131
Ofaveolata262914	K06971
Ofaveolata268618	K10359
Ofaveolata256984	K08202
Ofaveolata264366	K10299
Ofaveolata257783	K03265
Ofaveolata258089	K10976
Ofaveolata179255	K08375
Ofaveolata262795	K10880
Ofaveolata2535369	K09604
Ofaveolata236831	K22193
Ofaveolata263167	K14564
Ofaveolata245109	K22991
Ofaveolata259283	K23012
Ofaveolata263555	K19753
Ofaveolata261368	K24757
Ofaveolata266169	K14638
Ofaveolata266032	K01597
Ofaveolata262651	K01783
Ofaveolata258949	K11459
Ofaveolata269712	K04432
Ofaveolata257331	K16449
Ofaveolata266423	K10454
Ofaveolata262836	K09660
Ofaveolata247734	K14072
Ofaveolata267639	K04988
Ofaveolata264149	K10104
Ofaveolata259068	K11150
Ofaveolata265651	K08856
Ofaveolata229946	K05053
Ofaveolata234959	K03964
Ofaveolata262618	K21594
Ofaveolata847481	K10380
Ofaveolata264095	K05901
Ofaveolata267110	K14303
Ofaveolata254190	K02729
Ofaveolata253584	K21456
Ofaveolata262700	K10159
Ofaveolata264050	K04908
Ofaveolata249193	K04144
Ofaveolata254805	K04919
Ofaveolata269025	K10454
Ofaveolata211568	K24734
Ofaveolata263519	K00699
Ofaveolata258880	K19511
Ofaveolata258272	K01302
Ofaveolata252830	K00286
Ofaveolata220395	K04512
Ofaveolata264988	K15201
Ofaveolata263080	K22790
Ofaveolata256530	K15100
Ofaveolata251523	K23344
Ofaveolata252964	K01415
Ofaveolata268878	K10951
Ofaveolata258855	K11165
Ofaveolata266814	K09871
Ofaveolata264943	K08375
Ofaveolata266546	K05202
Ofaveolata244347	K03308
Ofaveolata266041	K23029
Ofaveolata176649	K03231
Ofaveolata265751	K08776
Ofaveolata260182	K10249
Ofaveolata265124	K19367
Ofaveolata258429	K04142
Ofaveolata266278	K14209
Ofaveolata255967	K09627
Ofaveolata186174	K06233
Ofaveolata251706	K14079
Ofaveolata269007	K07556
Ofaveolata268948	K04592
Ofaveolata254447	K02112
Ofaveolata269688	K17592
Ofaveolata261517	K21771
Ofaveolata234020	K18184
Ofaveolata265527	K18274
Ofaveolata263849	K23468
Ofaveolata269279	K05956
Ofaveolata256875	K03253
Ofaveolata37031	K07497
Ofaveolata262717	K10478
Ofaveolata254205	K05053
Ofaveolata260166	K16185
Ofaveolata267517	K17591
Ofaveolata260381	K03010
Ofaveolata267879	K09536
Ofaveolata259990	K17606
Ofaveolata263972	K06226
Ofaveolata268019	K22659
Ofaveolata263150	K04876
Ofaveolata263952	K03103
Ofaveolata265047	K05098
Ofaveolata224475	K08029
Ofaveolata261751	K02599
Ofaveolata263758	K09228
Ofaveolata265159	K04421
Ofaveolata247235	K23205
Ofaveolata264048	K15261
Ofaveolata263833	K11149
Ofaveolata257870	K00207
Ofaveolata269552	K10477
Ofaveolata175946	K04829
Ofaveolata267609	K01712
Ofaveolata263589	K08513
Ofaveolata265645	K11729
Ofaveolata251299	K23204
Ofaveolata262489	K15170
Ofaveolata246731	K07752
Ofaveolata267726	K03018
Ofaveolata250418	K20824
Ofaveolata268239	K03934
Ofaveolata260140	K12846
Ofaveolata174445	K08378
Ofaveolata262745	K09608
Ofaveolata264060	K21922
Ofaveolata269566	K24464
Ofaveolata207009	K04794
Ofaveolata259783	K07151
Ofaveolata214546	K22565
Ofaveolata264558	K05309
Ofaveolata267279	K17550
Ofaveolata259813	K03644
Ofaveolata269129	K24464
Ofaveolata263888	K14620
Ofaveolata225760	K03386
Ofaveolata248146	K24425
Ofaveolata264351	K05293
Ofaveolata161507	K07998
Ofaveolata253360	K10573
Ofaveolata269781	K22615
Ofaveolata266885	K10642
Ofaveolata196696	K07497
Ofaveolata2197740	K04989
Ofaveolata225217	K13046
Ofaveolata264721	K10867
Ofaveolata261974	K02537
Ofaveolata259207	K09531
Ofaveolata266555	K05750
Ofaveolata268020	K08834
Ofaveolata265398	K14163
Ofaveolata248028	K00134
Ofaveolata216351	K04592
Ofaveolata269845	K11699
Ofaveolata264713	K09186
Ofaveolata239959	K07428
Ofaveolata161323	K02157
Ofaveolata260046	K02209
Ofaveolata254695	K16719
Ofaveolata234632	K03011
Ofaveolata261976	K10408
Ofaveolata55197	K04079
Ofaveolata260577	K08375
Ofaveolata252358	K01020
Ofaveolata256485	K14072
Ofaveolata264413	K21436
Ofaveolata252302	K21751
Ofaveolata267132	K05702
Ofaveolata268358	K07497
Ofaveolata267028	K11665
Ofaveolata264134	K01637
Ofaveolata250295	K01803
Ofaveolata268313	K10380
Ofaveolata260718	K24392
Ofaveolata268399	K04967
Ofaveolata236531	K17452
Ofaveolata256754	K01915
Ofaveolata189059	K19363
Ofaveolata235269	K13912
Ofaveolata254790	K24736
Ofaveolata263337	K01942
Ofaveolata265801	K17617
Ofaveolata889477	K12035
Ofaveolata267398	K04486
Ofaveolata257551	K09863
Ofaveolata212345	K08664
